ispu,kategori,pm25,pm10,no2,so2,co,o3,polutan_dominan,polutan_dominan_nilai,tanggal_update,tahun_data
55,Sedang,55,30,20,31,10,16,PM2.5,55,30 Nov 2025,2024–2025
